Name,Version,Val,States,ID,Data,Name,Flags
,,13,8_color=green,171,13,carpet,
,,14,8_color=red,171,14,carpet,
,,15,8_color=black,171,15,carpet,
carrots,,0,3_growth=0,141,0,carrots,
,,1,3_growth=1,141,1,carrots,
,,2,3_growth=2,141,2,carrots,
,,3,3_growth=3,141,3,carrots,
,,4,3_growth=4,141,4,carrots,
,,5,3_growth=5,141,5,carrots,
,,6,3_growth=6,141,6,carrots,
,,7,3_growth=7,141,7,carrots,
cartography_table,10,,,58,0,crafting_table,
carved_pumpkin,,0,3_direction=0,86,0,carved_pumpkin,
,,1,3_direction=1,86,1,carved_pumpkin,
,,2,3_direction=2,86,2,carved_pumpkin,
,,3,3_direction=3,86,3,carved_pumpkin,
cauldron,,0,8_cauldron_liquid=water | 3_fill_level=0,118,0,cauldron,
,,1,8_cauldron_liquid=water | 3_fill_level=2,118,1,cauldron,
,,2,8_cauldron_liquid=water | 3_fill_level=4,118,2,cauldron,
,,3,8_cauldron_liquid=water | 3_fill_level=6,118,3,cauldron,
chest,,2,3_facing_direction=2,54,2,chest,
,,3,3_facing_direction=3,54,3,chest,
,,4,3_facing_direction=4,54,4,chest,
,,5,3_facing_direction=5,54,5,chest,
chorus_flower,,0,3_age=0,200,0,chorus_flower,
,,1,3_age=1,200,1,chorus_flower,
,,2,3_age=2,200,2,chorus_flower,
,,3,3_age=3,200,3,chorus_flower,
,,4,3_age=4,200,4,chorus_flower,
,,5,3_age=5,200,5,chorus_flower,
chorus_plant,,,,199,0,chorus_plant,
clay,,,,82,0,clay,
coal_block,,,,173,0,coal_block,
coal_ore,,,,16,0,coal_ore,
cobblestone,,,,4,0,cobblestone,
cobblestone_wall,,0,8_wall_block_type=cobblestone,139,0,cobblestone_wall,
,,1,8_wall_block_type=mossy_cobblestone,139,1,cobblestone_wall,
,,2,8_wall_block_type=granite,139,0,cobblestone_wall,
,,3,8_wall_block_type=diorite,139,0,cobblestone_wall,
,,4,8_wall_block_type=andesite,139,0,cobblestone_wall,
,,5,8_wall_block_type=sandstone,139,0,cobblestone_wall,
,,6,8_wall_block_type=brick,139,0,cobblestone_wall,
,,7,8_wall_block_type=stone_brick,139,0,cobblestone_wall,
,,8,8_wall_block_type=mossy_stone_brick,139,1,cobblestone_wall,
,,9,8_wall_block_type=end_brick,139,0,cobblestone_wall,
,,10,8_wall_block_type=nether_brick,139,0,cobblestone_wall,
,,11,8_wall_block_type=prismarine,139,1,cobblestone_wall,
,,12,8_wall_block_type=red_sandstone,139,0,cobblestone_wall,
,,13,8_wall_block_type=red_nether_brick,139,0,cobblestone_wall,
cocoa,,0,3_age=0 | 3_direction=0,127,0,cocoa,
,,1,3_age=0 | 3_direction=1,127,1,cocoa,
,,2,3_age=0 | 3_direction=2,127,2,cocoa,
,,3,3_age=0 | 3_direction=3,127,3,cocoa,
,,4,3_age=1 | 3_direction=0,127,4,cocoa,
,,5,3_age=1 | 3_direction=1,127,5,cocoa,
,,6,3_age=1 | 3_direction=2,127,6,cocoa,
,,7,3_age=1 | 3_direction=3,127,7,cocoa,
,,8,3_age=2 | 3_direction=0,127,8,cocoa,
,,9,3_age=2 | 3_direction=1,127,9,cocoa,
,,10,3_age=2 | 3_direction=2,127,10,cocoa,
,,11,3_age=2 | 3_direction=3,127,11,cocoa,
composter,10,,,5,1,planks,
concrete,,0,8_color=white,251,0,concrete,
,,1,8_color=orange,251,1,concrete,
,,2,8_color=magenta,251,2,concrete,
,,3,8_color=light_blue,251,3,concrete,
,,4,8_color=yellow,251,4,concrete,
,,5,8_color=lime,251,5,concrete,
,,6,8_color=pink,251,6,concrete,
,,7,8_color=gray,251,7,concrete,
,,8,8_color=silver,251,8,concrete,
,,9,8_color=cyan,251,9,concrete,
,,10,8_color=purple,251,10,concrete,
,,11,8_color=blue,251,11,concrete,
,,12,8_color=brown,251,12,concrete,
,,13,8_color=green,251,13,concrete,
,,14,8_color=red,251,14,concrete,
,,15,8_color=black,251,15,concrete,
concretePowder,,0,8_color=white,252,0,concrete_powder,
,,1,8_color=orange,252,1,concrete_powder,
,,2,8_color=magenta,252,2,concrete_powder,
,,3,8_color=light_blue,252,3,concrete_powder,
,,4,8_color=yellow,252,4,concrete_powder,
,,5,8_color=lime,252,5,concrete_powder,
,,6,8_color=pink,252,6,concrete_powder,
,,7,8_color=gray,252,7,concrete_powder,
,,8,8_color=silver,252,8,concrete_powder,
,,9,8_color=cyan,252,9,concrete_powder,
,,10,8_color=purple,252,10,concrete_powder,
,,11,8_color=blue,252,11,concrete_powder,
,,12,8_color=brown,252,12,concrete_powder,
,,13,8_color=green,252,13,concrete_powder,
,,14,8_color=red,252,14,concrete_powder,
,,15,8_color=black,252,15,concrete_powder,
conduit,,,,256,0,conduit,
coral,,0,8_coral_color=blue | 1_dead_bit=0,263,0,coral,
,,1,8_coral_color=pink | 1_dead_bit=0,263,1,coral,
,,2,8_coral_color=purple | 1_dead_bit=0,263,2,coral,
,,3,8_coral_color=red | 1_dead_bit=0,263,3,coral,
,,4,8_coral_color=yellow | 1_dead_bit=0,263,4,coral,
,,8,8_coral_color=blue | 1_dead_bit=1,263,8,coral,
,,9,8_coral_color=pink | 1_dead_bit=1,263,9,coral,
,,10,8_coral_color=purple | 1_dead_bit=1,263,10,coral,
,,11,8_coral_color=red | 1_dead_bit=1,263,11,coral,
,,12,8_coral_color=yellow | 1_dead_bit=1,263,12,coral,
coral_block,,0,8_coral_color=blue | 1_dead_bit=0,259,0,coral_block,
,,1,8_coral_color=pink | 1_dead_bit=0,259,1,coral_block,
,,2,8_coral_color=purple | 1_dead_bit=0,259,2,coral_block,
,,3,8_coral_color=red | 1_dead_bit=0,259,3,coral_block,
,,4,8_coral_color=yellow | 1_dead_bit=0,259,4,coral_block,
,,8,8_coral_color=blue | 1_dead_bit=1,259,8,coral_block,
,,9,8_coral_color=pink | 1_dead_bit=1,259,9,coral_block,
,,10,8_coral_color=purple | 1_dead_bit=1,259,10,coral_block,
,,11,8_coral_color=red | 1_dead_bit=1,259,11,coral_block,
,,12,8_coral_color=yellow | 1_dead_bit=1,259,12,coral_block,
coral_fan,,0,8_coral_color=blue,264,0,coral_fan,
,,1,8_coral_color=pink,264,1,coral_fan,
,,2,8_coral_color=purple,264,2,coral_fan,
,,3,8_coral_color=red,264,3,coral_fan,
,,4,8_coral_color=yellow,264,4,coral_fan,
coral_fan_dead,,0,8_coral_color=blue,265,0,coral_fan_dead,
,,1,8_coral_color=pink,265,1,coral_fan_dead,
,,2,8_coral_color=purple,265,2,coral_fan_dead,
,,3,8_coral_color=red,265,3,coral_fan_dead,
,,4,8_coral_color=yellow,265,4,coral_fan_dead,
coral_fan_hang,,0,3_coral_direction=0 | 1_coral_hang_type_bit=0 | 1_dead_bit=0,266,0,coral_fan_hang,
,,1,3_coral_direction=0 | 1_coral_hang_type_bit=1 | 1_dead_bit=0,266,1,coral_fan_hang,
,,2,3_coral_direction=0 | 1_coral_hang_type_bit=0 | 1_dead_bit=1,266,2,coral_fan_hang,
,,3,3_coral_direction=0 | 1_coral_hang_type_bit=1 | 1_dead_bit=1,266,3,coral_fan_hang,
,,4,3_coral_direction=1 | 1_coral_hang_type_bit=0 | 1_dead_bit=0,266,4,coral_fan_hang,
,,5,3_coral_direction=1 | 1_coral_hang_type_bit=1 | 1_dead_bit=0,266,5,coral_fan_hang,
,,6,3_coral_direction=1 | 1_coral_hang_type_bit=0 | 1_dead_bit=1,266,6,coral_fan_hang,
,,7,3_coral_direction=1 | 1_coral_hang_type_bit=1 | 1_dead_bit=1,266,7,coral_fan_hang,
,,8,3_coral_direction=2 | 1_coral_hang_type_bit=0 | 1_dead_bit=0,266,8,coral_fan_hang,
,,9,3_coral_direction=2 | 1_coral_hang_type_bit=1 | 1_dead_bit=0,266,9,coral_fan_hang,
,,10,3_coral_direction=2 | 1_coral_hang_type_bit=0 | 1_dead_bit=1,266,10,coral_fan_hang,
,,11,3_coral_direction=2 | 1_coral_hang_type_bit=1 | 1_dead_bit=1,266,11,coral_fan_hang,
,,12,3_coral_direction=3 | 1_coral_hang_type_bit=0 | 1_dead_bit=0,266,12,coral_fan_hang,
,,13,3_coral_direction=3 | 1_coral_hang_type_bit=1 | 1_dead_bit=0,266,13,coral_fan_hang,
,,14,3_coral_direction=3 | 1_coral_hang_type_bit=0 | 1_dead_bit=1,266,14,coral_fan_hang,
,,15,3_coral_direction=3 | 1_coral_hang_type_bit=1 | 1_dead_bit=1,266,15,coral_fan_hang,
coral_fan_hang2,,0,3_coral_direction=0 | 1_coral_hang_type_bit=0 | 1_dead_bit=0,267,0,coral_fan_hang2,
,,1,3_coral_direction=0 | 1_coral_hang_type_bit=1 | 1_dead_bit=0,267,1,coral_fan_hang2,
,,2,3_coral_direction=0 | 1_coral_hang_type_bit=0 | 1_dead_bit=1,267,2,coral_fan_hang2,
,,3,3_coral_direction=0 | 1_coral_hang_type_bit=1 | 1_dead_bit=1,267,3,coral_fan_hang2,
,,4,3_coral_direction=1 | 1_coral_hang_type_bit=0 | 1_dead_bit=0,267,4,coral_fan_hang2,
,,5,3_coral_direction=1 | 1_coral_hang_type_bit=1 | 1_dead_bit=0,267,5,coral_fan_hang2,
,,6,3_coral_direction=1 | 1_coral_hang_type_bit=0 | 1_dead_bit=1,267,6,coral_fan_hang2,
,,7,3_coral_direction=1 | 1_coral_hang_type_bit=1 | 1_dead_bit=1,267,7,coral_fan_hang2,
,,8,3_coral_direction=2 | 1_coral_hang_type_bit=0 | 1_dead_bit=0,267,8,coral_fan_hang2,
,,9,3_coral_direction=2 | 1_coral_hang_type_bit=1 | 1_dead_bit=0,267,9,coral_fan_hang2,
,,10,3_coral_direction=2 | 1_coral_hang_type_bit=0 | 1_dead_bit=1,267,10,coral_fan_hang2,
,,11,3_coral_direction=2 | 1_coral_hang_type_bit=1 | 1_dead_bit=1,267,11,coral_fan_hang2,
,,12,3_coral_direction=3 | 1_coral_hang_type_bit=0 | 1_dead_bit=0,267,12,coral_fan_hang2,
,,13,3_coral_direction=3 | 1_coral_hang_type_bit=1 | 1_dead_bit=0,267,13,coral_fan_hang2,
,,14,3_coral_direction=3 | 1_coral_hang_type_bit=0 | 1_dead_bit=1,267,14,coral_fan_hang2,
,,15,3_coral_direction=3 | 1_coral_hang_type_bit=1 | 1_dead_bit=1,267,15,coral_fan_hang2,
coral_fan_hang3,,0,3_coral_direction=0 | 1_coral_hang_type_bit=0 | 1_dead_bit=0,268,0,coral_fan_hang3,
,,1,3_coral_direction=0 | 1_coral_hang_type_bit=1 | 1_dead_bit=1,268,1,coral_fan_hang3,
,,2,3_coral_direction=0 | 1_coral_hang_type_bit=0 | 1_dead_bit=1,268,2,coral_fan_hang3,
,,4,3_coral_direction=1 | 1_coral_hang_type_bit=0 | 1_dead_bit=0,268,4,coral_fan_hang3,
,,6,3_coral_direction=1 | 1_coral_hang_type_bit=0 | 1_dead_bit=1,268,6,coral_fan_hang3,
,,8,3_coral_direction=2 | 1_coral_hang_type_bit=0 | 1_dead_bit=0,268,8,coral_fan_hang3,
,,12,3_coral_direction=3 | 1_coral_hang_type_bit=0 | 1_dead_bit=0,268,12,coral_fan_hang3,
,,14,3_coral_direction=3 | 1_coral_hang_type_bit=0 | 1_dead_bit=1,268,14,coral_fan_hang3,
crafting_table,,,,58,0,crafting_table,
cyan_glazed_terracotta,,0,3_facing_direction=0,244,0,cyan_glazed_terracotta,
,,1,3_facing_direction=1,244,1,cyan_glazed_terracotta,
,,2,3_facing_direction=2,244,2,cyan_glazed_terracotta,
,,3,3_facing_direction=3,244,3,cyan_glazed_terracotta,
,,4,3_facing_direction=4,244,4,cyan_glazed_terracotta,
,,5,3_facing_direction=5,244,5,cyan_glazed_terracotta,
dark_oak_button,,0,1_button_pressed_bit=0 | 3_facing_direction=0,308,0,dark_oak_button,
,,1,1_button_pressed_bit=0 | 3_facing_direction=1,308,5,dark_oak_button,
,,2,1_button_pressed_bit=0 | 3_facing_direction=2,308,4,dark_oak_button,
,,3,1_button_pressed_bit=0 | 3_facing_direction=3,308,3,dark_oak_button,
,,4,1_button_pressed_bit=0 | 3_facing_direction=4,308,2,dark_oak_button,
,,5,1_button_pressed_bit=0 | 3_facing_direction=5,308,1,dark_oak_button,
,,8,1_button_pressed_bit=1 | 3_facing_direction=0,308,8,dark_oak_button,
,,9,1_button_pressed_bit=1 | 3_facing_direction=1,308,13,dark_oak_button,
,,10,1_button_pressed_bit=1 | 3_facing_direction=2,308,12,dark_oak_button,
,,11,1_button_pressed_bit=1 | 3_facing_direction=3,308,11,dark_oak_button,
,,12,1_button_pressed_bit=1 | 3_facing_direction=4,308,10,dark_oak_button,
,,13,1_button_pressed_bit=1 | 3_facing_direction=5,308,9,dark_oak_button,
dark_oak_door,,0,3_direction=0 | 1_open_bit=0 | 1_upper_block_bit=0,197,0,dark_oak_door,
,,1,3_direction=1 | 1_open_bit=0 | 1_upper_block_bit=0,197,1,dark_oak_door,
,,2,3_direction=2 | 1_open_bit=0 | 1_upper_block_bit=0,197,2,dark_oak_door,
,,3,3_direction=3 | 1_open_bit=0 | 1_upper_block_bit=0,197,3,dark_oak_door,
,,4,3_direction=0 | 1_open_bit=1 | 1_upper_block_bit=0,197,4,dark_oak_door,
,,5,3_direction=1 | 1_open_bit=1 | 1_upper_block_bit=0,197,5,dark_oak_door,
,,6,3_direction=2 | 1_open_bit=1 | 1_upper_block_bit=0,197,6,dark_oak_door,
,,7,3_direction=3 | 1_open_bit=1 | 1_upper_block_bit=0,197,7,dark_oak_door,
,,8,1_door_hinge_bit=0 | 1_upper_block_bit=1,197,8,dark_oak_door,
,,9,1_door_hinge_bit=1 | 1_upper_block_bit=1,197,9,dark_oak_door,
dark_oak_fence_gate,,0,3_direction=0 | 1_in_wall_bit=0 | 1_open_bit=0,186,0,dark_oak_fence_gate,
,,1,3_direction=1 | 1_in_wall_bit=0 | 1_open_bit=0,186,1,dark_oak_fence_gate,
,,2,3_direction=2 | 1_in_wall_bit=0 | 1_open_bit=0,186,2,dark_oak_fence_gate,
,,3,3_direction=3 | 1_in_wall_bit=0 | 1_open_bit=0,186,3,dark_oak_fence_gate,
,,4,3_direction=0 | 1_in_wall_bit=0 | 1_open_bit=1,186,4,dark_oak_fence_gate,
,,5,3_direction=1 | 1_in_wall_bit=0 | 1_open_bit=1,186,5,dark_oak_fence_gate,
,,6,3_direction=2 | 1_in_wall_bit=0 | 1_open_bit=1,186,6,dark_oak_fence_gate,
,,7,3_direction=3 | 1_in_wall_bit=0 | 1_open_bit=1,186,7,dark_oak_fence_gate,
,,8,3_direction=0 | 1_in_wall_bit=1 | 1_open_bit=0,186,8,dark_oak_fence_gate,
,,9,3_direction=1 | 1_in_wall_bit=1 | 1_open_bit=0,186,9,dark_oak_fence_gate,
,,10,3_direction=2 | 1_in_wall_bit=1 | 1_open_bit=0,186,10,dark_oak_fence_gate,
,,11,3_direction=3 | 1_in_wall_bit=1 | 1_open_bit=0,186,11,dark_oak_fence_gate,
,,12,3_direction=0 | 1_in_wall_bit=1 | 1_open_bit=1,186,12,dark_oak_fence_gate,
,,13,3_direction=1 | 1_in_wall_bit=1 | 1_open_bit=1,186,13,dark_oak_fence_gate,
,,14,3_direction=2 | 1_in_wall_bit=1 | 1_open_bit=1,186,14,dark_oak_fence_gate,
,,15,3_direction=3 | 1_in_wall_bit=1 | 1_open_bit=1,186,15,dark_oak_fence_gate,
dark_oak_pressure_plate,,0,3_redstone_signal=0,303,0,dark_oak_pressure_plate,
,,1,3_redstone_signal=1,303,1,dark_oak_pressure_plate,
dark_oak_stairs,,0,1_upside_down_bit=0 | 3_weirdo_direction=0,164,0,dark_oak_stairs,
,,1,1_upside_down_bit=0 | 3_weirdo_direction=1,164,1,dark_oak_stairs,
,,2,1_upside_down_bit=0 | 3_weirdo_direction=2,164,2,dark_oak_stairs,
,,3,1_upside_down_bit=0 | 3_weirdo_direction=3,164,3,dark_oak_stairs,
,,4,1_upside_down_bit=1 | 3_weirdo_direction=0,164,4,dark_oak_stairs,
,,5,1_upside_down_bit=1 | 3_weirdo_direction=1,164,5,dark_oak_stairs,
,,6,1_upside_down_bit=1 | 3_weirdo_direction=2,164,6,dark_oak_stairs,
,,7,1_upside_down_bit=1 | 3_weirdo_direction=3,164,7,dark_oak_stairs,
dark_oak_trapdoor,,0,3_direction=0 | 1_open_bit=0 | 1_upside_down_bit=0,278,3,dark_oak_trapdoor,
,,1,3_direction=1 | 1_open_bit=0 | 1_upside_down_bit=0,278,2,dark_oak_trapdoor,
,,2,3_direction=2 | 1_open_bit=0 | 1_upside_down_bit=0,278,1,dark_oak_trapdoor,
,,3,3_direction=3 | 1_open_bit=0 | 1_upside_down_bit=0,278,0,dark_oak_trapdoor,
,,4,3_direction=0 | 1_open_bit=0 | 1_upside_down_bit=1,278,11,dark_oak_trapdoor,
,,5,3_direction=1 | 1_open_bit=0 | 1_upside_down_bit=1,278,10,dark_oak_trapdoor,
,,6,3_direction=2 | 1_open_bit=0 | 1_upside_down_bit=1,278,9,dark_oak_trapdoor,
,,7,3_direction=3 | 1_open_bit=0 | 1_upside_down_bit=1,278,8,dark_oak_trapdoor,
,,8,3_direction=0 | 1_open_bit=1 | 1_upside_down_bit=0,278,7,dark_oak_trapdoor,
,,9,3_direction=1 | 1_open_bit=1 | 1_upside_down_bit=0,278,6,dark_oak_trapdoor,
,,10,3_direction=2 | 1_open_bit=1 | 1_upside_down_bit=0,278,5,dark_oak_trapdoor,
,,11,3_direction=3 | 1_open_bit=1 | 1_upside_down_bit=0,278,4,dark_oak_trapdoor,
,,12,3_direction=0 | 1_open_bit=1 | 1_upside_down_bit=1,278,15,dark_oak_trapdoor,
,,13,3_direction=1 | 1_open_bit=1 | 1_upside_down_bit=1,278,14,dark_oak_trapdoor,
,,14,3_direction=2 | 1_open_bit=1 | 1_upside_down_bit=1,278,13,dark_oak_trapdoor,
,,15,3_direction=3 | 1_open_bit=1 | 1_upside_down_bit=1,278,12,dark_oak_trapdoor,
dark_prismarine_stairs,,0,1_upside_down_bit=0 | 3_weirdo_direction=0,293,0,dark_prismarine_stairs,
,,1,1_upside_down_bit=0 | 3_weirdo_direction=1,293,1,dark_prismarine_stairs,
,,2,1_upside_down_bit=0 | 3_weirdo_direction=2,293,2,dark_prismarine_stairs,
,,3,1_upside_down_bit=0 | 3_weirdo_direction=3,293,3,dark_prismarine_stairs,
,,4,1_upside_down_bit=1 | 3_weirdo_direction=0,293,4,dark_prismarine_stairs,
,,5,1_upside_down_bit=1 | 3_weirdo_direction=1,293,5,dark_prismarine_stairs,
,,6,1_upside_down_bit=1 | 3_weirdo_direction=2,293,6,dark_prismarine_stairs,
,,7,1_upside_down_bit=1 | 3_weirdo_direction=3,293,7,dark_prismarine_stairs,
darkoak_standing_sign,10,0,3_ground_sign_direction=0,63,0,standing_sign,
,10,1,3_ground_sign_direction=1,63,1,standing_sign,
,10,2,3_ground_sign_direction=2,63,2,standing_sign,
,10,3,3_ground_sign_direction=3,63,3,standing_sign,
,10,4,3_ground_sign_direction=4,63,4,standing_sign,
,10,5,3_ground_sign_direction=5,63,5,standing_sign,
,10,6,3_ground_sign_direction=6,63,6,standing_sign,
,10,7,3_ground_sign_direction=7,63,7,standing_sign,
,10,8,3_ground_sign_direction=8,63,8,standing_sign,
,10,9,3_ground_sign_direction=9,63,9,standing_sign,
,10,10,3_ground_sign_direction=10,63,10,standing_sign,
,10,11,3_ground_sign_direction=11,63,11,standing_sign,
,10,12,3_ground_sign_direction=12,63,12,standing_sign,
,10,13,3_ground_sign_direction=13,63,13,standing_sign,
,10,14,3_ground_sign_direction=14,63,14,standing_sign,
,10,15,3_ground_sign_direction=15,63,15,standing_sign,
darkoak_wall_sign,10,2,3_facing_direction=2,68,2,wall_sign,
,10,3,3_facing_direction=3,68,3,wall_sign,
,10,4,3_facing_direction=4,68,4,wall_sign,
,10,5,3_facing_direction=5,68,5,wall_sign,
daylight_detector,,0,3_redstone_signal=0,151,0,daylight_detector,
,,1,3_redstone_signal=1,151,1,daylight_detector,
,,2,3_redstone_signal=2,151,2,daylight_detector,
,,3,3_redstone_signal=3,151,3,daylight_detector,
,,4,3_redstone_signal=4,151,4,daylight_detector,
,,5,3_redstone_signal=5,151,5,daylight_detector,
,,6,3_redstone_signal=6,151,6,daylight_detector,
,,7,3_redstone_signal=7,151,7,daylight_detector,
,,8,3_redstone_signal=8,151,8,daylight_detector,
,,9,3_redstone_signal=9,151,9,daylight_detector,
,,10,3_redstone_signal=10,151,10,daylight_detector,
,,11,3_redstone_signal=11,151,11,daylight_detector,
,,12,3_redstone_signal=12,151,12,daylight_detector,
,,13,3_redstone_signal=13,151,13,daylight_detector,
,,14,3_redstone_signal=14,151,14,daylight_detector,
,,15,3_redstone_signal=15,151,15,daylight_detector,
daylight_detector_inverted,,0,3_redstone_signal=0,178,0,daylight_detector_inverted,
,,1,3_redstone_signal=1,178,1,daylight_detector_inverted,
,,2,3_redstone_signal=2,178,2,daylight_detector_inverted,
,,3,3_redstone_signal=3,178,3,daylight_detector_inverted,
,,4,3_redstone_signal=4,178,4,daylight_detector_inverted,
,,5,3_redstone_signal=5,178,5,daylight_detector_inverted,
,,6,3_redstone_signal=6,178,6,daylight_detector_inverted,
,,7,3_redstone_signal=7,178,7,daylight_detector_inverted,
,,8,3_redstone_signal=8,178,8,daylight_detector_inverted,
,,9,3_redstone_signal=9,178,9,daylight_detector_inverted,
,,10,3_redstone_signal=10,178,10,daylight_detector_inverted,
,,11,3_redstone_signal=11,178,11,daylight_detector_inverted,
,,12,3_redstone_signal=12,178,12,daylight_detector_inverted,
,,13,3_redstone_signal=13,178,13,daylight_detector_inverted,
,,14,3_redstone_signal=14,178,14,daylight_detector_inverted,
,,15,3_redstone_signal=15,178,15,daylight_detector_inverted,
deadbush,,,,32,0,deadbush,
detector_rail,,0,1_rail_data_bit=0 | 3_rail_direction=0,28,0,detector_rail,
,,1,1_rail_data_bit=0 | 3_rail_direction=1,28,1,detector_rail,
,,2,1_rail_data_bit=0 | 3_rail_direction=2,28,2,detector_rail,
,,3,1_rail_data_bit=0 | 3_rail_direction=3,28,3,detector_rail,
,,4,1_rail_data_bit=0 | 3_rail_direction=4,28,4,detector_rail,
,,5,1_rail_data_bit=0 | 3_rail_direction=5,28,5,detector_rail,
,,8,1_rail_data_bit=1 | 3_rail_direction=0,28,8,detector_rail,
,,9,1_rail_data_bit=1 | 3_rail_direction=1,28,9,detector_rail,
,,10,1_rail_data_bit=1 | 3_rail_direction=2,28,10,detector_rail,
,,11,1_rail_data_bit=1 | 3_rail_direction=3,28,11,detector_rail,
,,12,1_rail_data_bit=1 | 3_rail_direction=4,28,12,detector_rail,
,,13,1_rail_data_bit=1 | 3_rail_direction=5,28,13,detector_rail,
diamond_block,,,,57,0,diamond_block,
diamond_ore,,,,56,0,diamond_ore,
diorite_stairs,10,0,1_upside_down_bit=0 | 3_weirdo_direction=0,67,0,stone_stairs,
,10,1,1_upside_down_bit=0 | 3_weirdo_direction=1,67,1,stone_stairs,
,10,2,1_upside_down_bit=0 | 3_weirdo_direction=2,67,2,stone_stairs,
,10,3,1_upside_down_bit=0 | 3_weirdo_direction=3,67,3,stone_stairs,
,10,4,1_upside_down_bit=1 | 3_weirdo_direction=0,67,4,stone_stairs,
,10,5,1_upside_down_bit=1 | 3_weirdo_direction=1,67,5,stone_stairs,
,10,6,1_upside_down_bit=1 | 3_weirdo_direction=2,67,6,stone_stairs,
,10,7,1_upside_down_bit=1 | 3_weirdo_direction=3,67,7,stone_stairs,
dirt,,0,8_dirt_type=normal,3,0,dirt,
,,1,8_dirt_type=coarse,3,1,dirt,
dispenser,,0,3_facing_direction=0 | 1_triggered_bit=0,23,0,dispenser,
,,1,3_facing_direction=1 | 1_triggered_bit=0,23,1,dispenser,
,,2,3_facing_direction=2 | 1_triggered_bit=0,23,2,dispenser,
,,3,3_facing_direction=3 | 1_triggered_bit=0,23,3,dispenser,
,,4,3_facing_direction=4 | 1_triggered_bit=0,23,4,dispenser,
,,5,3_facing_direction=5 | 1_triggered_bit=0,23,5,dispenser,
,,8,3_facing_direction=0 | 1_triggered_bit=1,23,8,dispenser,
,,9,3_facing_direction=1 | 1_triggered_bit=1,23,9,dispenser,
,,10,3_facing_direction=2 | 1_triggered_bit=1,23,10,dispenser,
,,11,3_facing_direction=3 | 1_triggered_bit=1,23,11,dispenser,
,,12,3_facing_direction=4 | 1_triggered_bit=1,23,12,dispenser,
,,13,3_facing_direction=5 | 1_triggered_bit=1,23,13,dispenser,
double_plant,,0,8_double_plant_type=sunflower | 1_upper_block_bit=0,175,0,double_plant,
,,1,8_double_plant_type=syringa | 1_upper_block_bit=0,175,1,double_plant,
,,2,8_double_plant_type=grass | 1_upper_block_bit=0,175,2,double_plant,
,,3,8_double_plant_type=fern | 1_upper_block_bit=0,175,3,double_plant,
,,4,8_double_plant_type=rose | 1_upper_block_bit=0,175,4,double_plant,
,,5,8_double_plant_type=paeonia | 1_upper_block_bit=0,175,5,double_plant,
,,8,8_double_plant_type=sunflower | 1_upper_block_bit=1,175,8,double_plant,
,,9,8_double_plant_type=syringa | 1_upper_block_bit=1,175,9,double_plant,
,,10,8_double_plant_type=grass | 1_upper_block_bit=1,175,10,double_plant,
,,11,8_double_plant_type=fern | 1_upper_block_bit=1,175,11,double_plant,
,,12,8_double_plant_type=rose | 1_upper_block_bit=1,175,12,double_plant,
,,13,8_double_plant_type=paeonia | 1_upper_block_bit=1,175,13,double_plant,
double_stone_slab,10,0,8_stone_slab_type=smooth_stone | 1_top_slot_bit=0,43,3,double_stone_slab,
,,0,8_stone_slab_type=smooth_stone | 1_top_slot_bit=0,43,0,double_stone_slab,
,,1,8_stone_slab_type=sandstone | 1_top_slot_bit=0,43,1,double_stone_slab,
,,2,8_stone_slab_type=wood | 1_top_slot_bit=0,43,2,double_stone_slab,
,,3,8_stone_slab_type=cobblestone | 1_top_slot_bit=0,43,3,double_stone_slab,
,,4,8_stone_slab_type=brick | 1_top_slot_bit=0,43,4,double_stone_slab,
,,5,8_stone_slab_type=stone_brick | 1_top_slot_bit=0,43,5,double_stone_slab,
,,6,8_stone_slab_type=quartz | 1_top_slot_bit=0,43,7,double_stone_slab,
,,7,8_stone_slab_type=nether_brick | 1_top_slot_bit=0,43,6,double_stone_slab,
double_stone_slab2,,0,8_stone_slab_type_2=red_sandstone | 1_top_slot_bit=0,181,0,double_stone_slab2,
,,1,8_stone_slab_type_2=purpur | 1_top_slot_bit=0,204,0,double_purpur_slab,
,,2,8_stone_slab_type_2=prismarine_rough | 1_top_slot_bit=0,311,0,double_prismarine_slab,
,,3,8_stone_slab_type_2=prismarine_dark | 1_top_slot_bit=0,311,2,double_prismarine_slab,
,,4,8_stone_slab_type_2=prismarine_brick | 1_top_slot_bit=0,311,1,double_prismarine_slab,
,10,5,8_stone_slab_type_2=mossy_cobblestone | 1_top_slot_bit=0,43,3,double_stone_slab,
,10,6,8_stone_slab_type_2=smooth_sandstone | 1_top_slot_bit=0,43,1,double_stone_slab,
,10,7,8_stone_slab_type_2=red_nether_brick | 1_top_slot_bit=0,43,6,double_stone_slab,
double_stone_slab3,10,0,8_stone_slab_type_3=end_stone_brick | 1_top_slot_bit=0,43,1,double_stone_slab,
,10,1,8_stone_slab_type_3=smooth_red_sandstone | 1_top_slot_bit=0,181,0,double_stone_slab2,
,10,2,8_stone_slab_type_3=polished_andesite | 1_top_slot_bit=0,43,0,double_stone_slab,
,10,3,8_stone_slab_type_3=andesite | 1_top_slot_bit=0,43,3,double_stone_slab,
,10,4,8_stone_slab_type_3=diorite | 1_top_slot_bit=0,43,3,double_stone_slab,
