id, version, meta, id, meta, flags
,2525,east=none | west=tall | north=tall | south=none | up=false,blackstone_wall,8_wall_connection_type_east=none | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=none | 1_wall_post_bit=0,
,2525,east=none | west=tall | north=tall | south=none | up=true,blackstone_wall,8_wall_connection_type_east=none | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=none | 1_wall_post_bit=1,
,2525,east=none | west=tall | north=tall | south=low | up=false,blackstone_wall,8_wall_connection_type_east=none | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=short | 1_wall_post_bit=0,
,2525,east=none | west=tall | north=tall | south=low | up=true,blackstone_wall,8_wall_connection_type_east=none | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=short | 1_wall_post_bit=1,
,2525,east=none | west=tall | north=tall | south=tall | up=false,blackstone_wall,8_wall_connection_type_east=none | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=tall | 1_wall_post_bit=0,
,2525,east=none | west=tall | north=tall | south=tall | up=true,blackstone_wall,8_wall_connection_type_east=none | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=tall | 1_wall_post_bit=1,
,2525,east=low | west=none | north=none | south=none | up=false,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=none | 8_wall_connection_type_north=none | 8_wall_connection_type_south=none | 1_wall_post_bit=0,
,2525,east=low | west=none | north=none | south=none | up=true,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=none | 8_wall_connection_type_north=none | 8_wall_connection_type_south=none | 1_wall_post_bit=1,
,2525,east=low | west=none | north=none | south=low | up=false,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=none | 8_wall_connection_type_north=none | 8_wall_connection_type_south=short | 1_wall_post_bit=0,
,2525,east=low | west=none | north=none | south=low | up=true,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=none | 8_wall_connection_type_north=none | 8_wall_connection_type_south=short | 1_wall_post_bit=1,
,2525,east=low | west=none | north=none | south=tall | up=false,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=none | 8_wall_connection_type_north=none | 8_wall_connection_type_south=tall | 1_wall_post_bit=0,
,2525,east=low | west=none | north=none | south=tall | up=true,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=none | 8_wall_connection_type_north=none | 8_wall_connection_type_south=tall | 1_wall_post_bit=1,
,2525,east=low | west=none | north=low | south=none | up=false,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=none | 8_wall_connection_type_north=short | 8_wall_connection_type_south=none | 1_wall_post_bit=0,
,2525,east=low | west=none | north=low | south=none | up=true,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=none | 8_wall_connection_type_north=short | 8_wall_connection_type_south=none | 1_wall_post_bit=1,
,2525,east=low | west=none | north=low | south=low | up=false,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=none | 8_wall_connection_type_north=short | 8_wall_connection_type_south=short | 1_wall_post_bit=0,
,2525,east=low | west=none | north=low | south=low | up=true,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=none | 8_wall_connection_type_north=short | 8_wall_connection_type_south=short | 1_wall_post_bit=1,
,2525,east=low | west=none | north=low | south=tall | up=false,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=none | 8_wall_connection_type_north=short | 8_wall_connection_type_south=tall | 1_wall_post_bit=0,
,2525,east=low | west=none | north=low | south=tall | up=true,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=none | 8_wall_connection_type_north=short | 8_wall_connection_type_south=tall | 1_wall_post_bit=1,
,2525,east=low | west=none | north=tall | south=none | up=false,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=none | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=none | 1_wall_post_bit=0,
,2525,east=low | west=none | north=tall | south=none | up=true,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=none | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=none | 1_wall_post_bit=1,
,2525,east=low | west=none | north=tall | south=low | up=false,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=none | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=short | 1_wall_post_bit=0,
,2525,east=low | west=none | north=tall | south=low | up=true,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=none | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=short | 1_wall_post_bit=1,
,2525,east=low | west=none | north=tall | south=tall | up=false,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=none | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=tall | 1_wall_post_bit=0,
,2525,east=low | west=none | north=tall | south=tall | up=true,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=none | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=tall | 1_wall_post_bit=1,
,2525,east=low | west=low | north=none | south=none | up=false,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=short | 8_wall_connection_type_north=none | 8_wall_connection_type_south=none | 1_wall_post_bit=0,
,2525,east=low | west=low | north=none | south=none | up=true,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=short | 8_wall_connection_type_north=none | 8_wall_connection_type_south=none | 1_wall_post_bit=1,
,2525,east=low | west=low | north=none | south=low | up=false,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=short | 8_wall_connection_type_north=none | 8_wall_connection_type_south=short | 1_wall_post_bit=0,
,2525,east=low | west=low | north=none | south=low | up=true,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=short | 8_wall_connection_type_north=none | 8_wall_connection_type_south=short | 1_wall_post_bit=1,
,2525,east=low | west=low | north=none | south=tall | up=false,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=short | 8_wall_connection_type_north=none | 8_wall_connection_type_south=tall | 1_wall_post_bit=0,
,2525,east=low | west=low | north=none | south=tall | up=true,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=short | 8_wall_connection_type_north=none | 8_wall_connection_type_south=tall | 1_wall_post_bit=1,
,2525,east=low | west=low | north=low | south=none | up=false,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=short | 8_wall_connection_type_north=short | 8_wall_connection_type_south=none | 1_wall_post_bit=0,
,2525,east=low | west=low | north=low | south=none | up=true,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=short | 8_wall_connection_type_north=short | 8_wall_connection_type_south=none | 1_wall_post_bit=1,
,2525,east=low | west=low | north=low | south=low | up=false,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=short | 8_wall_connection_type_north=short | 8_wall_connection_type_south=short | 1_wall_post_bit=0,
,2525,east=low | west=low | north=low | south=low | up=true,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=short | 8_wall_connection_type_north=short | 8_wall_connection_type_south=short | 1_wall_post_bit=1,
,2525,east=low | west=low | north=low | south=tall | up=false,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=short | 8_wall_connection_type_north=short | 8_wall_connection_type_south=tall | 1_wall_post_bit=0,
,2525,east=low | west=low | north=low | south=tall | up=true,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=short | 8_wall_connection_type_north=short | 8_wall_connection_type_south=tall | 1_wall_post_bit=1,
,2525,east=low | west=low | north=tall | south=none | up=false,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=short | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=none | 1_wall_post_bit=0,
,2525,east=low | west=low | north=tall | south=none | up=true,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=short | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=none | 1_wall_post_bit=1,
,2525,east=low | west=low | north=tall | south=low | up=false,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=short | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=short | 1_wall_post_bit=0,
,2525,east=low | west=low | north=tall | south=low | up=true,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=short | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=short | 1_wall_post_bit=1,
,2525,east=low | west=low | north=tall | south=tall | up=false,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=short | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=tall | 1_wall_post_bit=0,
,2525,east=low | west=low | north=tall | south=tall | up=true,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=short | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=tall | 1_wall_post_bit=1,
,2525,east=low | west=tall | north=none | south=none | up=false,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=none | 8_wall_connection_type_south=none | 1_wall_post_bit=0,
,2525,east=low | west=tall | north=none | south=none | up=true,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=none | 8_wall_connection_type_south=none | 1_wall_post_bit=1,
,2525,east=low | west=tall | north=none | south=low | up=false,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=none | 8_wall_connection_type_south=short | 1_wall_post_bit=0,
,2525,east=low | west=tall | north=none | south=low | up=true,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=none | 8_wall_connection_type_south=short | 1_wall_post_bit=1,
,2525,east=low | west=tall | north=none | south=tall | up=false,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=none | 8_wall_connection_type_south=tall | 1_wall_post_bit=0,
,2525,east=low | west=tall | north=none | south=tall | up=true,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=none | 8_wall_connection_type_south=tall | 1_wall_post_bit=1,
,2525,east=low | west=tall | north=low | south=none | up=false,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=short | 8_wall_connection_type_south=none | 1_wall_post_bit=0,
,2525,east=low | west=tall | north=low | south=none | up=true,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=short | 8_wall_connection_type_south=none | 1_wall_post_bit=1,
,2525,east=low | west=tall | north=low | south=low | up=false,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=short | 8_wall_connection_type_south=short | 1_wall_post_bit=0,
,2525,east=low | west=tall | north=low | south=low | up=true,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=short | 8_wall_connection_type_south=short | 1_wall_post_bit=1,
,2525,east=low | west=tall | north=low | south=tall | up=false,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=short | 8_wall_connection_type_south=tall | 1_wall_post_bit=0,
,2525,east=low | west=tall | north=low | south=tall | up=true,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=short | 8_wall_connection_type_south=tall | 1_wall_post_bit=1,
,2525,east=low | west=tall | north=tall | south=none | up=false,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=none | 1_wall_post_bit=0,
,2525,east=low | west=tall | north=tall | south=none | up=true,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=none | 1_wall_post_bit=1,
,2525,east=low | west=tall | north=tall | south=low | up=false,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=short | 1_wall_post_bit=0,
,2525,east=low | west=tall | north=tall | south=low | up=true,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=short | 1_wall_post_bit=1,
,2525,east=low | west=tall | north=tall | south=tall | up=false,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=tall | 1_wall_post_bit=0,
,2525,east=low | west=tall | north=tall | south=tall | up=true,blackstone_wall,8_wall_connection_type_east=short | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=tall | 1_wall_post_bit=1,
,2525,east=tall | west=none | north=none | south=none | up=false,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=none | 8_wall_connection_type_north=none | 8_wall_connection_type_south=none | 1_wall_post_bit=0,
,2525,east=tall | west=none | north=none | south=none | up=true,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=none | 8_wall_connection_type_north=none | 8_wall_connection_type_south=none | 1_wall_post_bit=1,
,2525,east=tall | west=none | north=none | south=low | up=false,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=none | 8_wall_connection_type_north=none | 8_wall_connection_type_south=short | 1_wall_post_bit=0,
,2525,east=tall | west=none | north=none | south=low | up=true,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=none | 8_wall_connection_type_north=none | 8_wall_connection_type_south=short | 1_wall_post_bit=1,
,2525,east=tall | west=none | north=none | south=tall | up=false,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=none | 8_wall_connection_type_north=none | 8_wall_connection_type_south=tall | 1_wall_post_bit=0,
,2525,east=tall | west=none | north=none | south=tall | up=true,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=none | 8_wall_connection_type_north=none | 8_wall_connection_type_south=tall | 1_wall_post_bit=1,
,2525,east=tall | west=none | north=low | south=none | up=false,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=none | 8_wall_connection_type_north=short | 8_wall_connection_type_south=none | 1_wall_post_bit=0,
,2525,east=tall | west=none | north=low | south=none | up=true,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=none | 8_wall_connection_type_north=short | 8_wall_connection_type_south=none | 1_wall_post_bit=1,
,2525,east=tall | west=none | north=low | south=low | up=false,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=none | 8_wall_connection_type_north=short | 8_wall_connection_type_south=short | 1_wall_post_bit=0,
,2525,east=tall | west=none | north=low | south=low | up=true,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=none | 8_wall_connection_type_north=short | 8_wall_connection_type_south=short | 1_wall_post_bit=1,
,2525,east=tall | west=none | north=low | south=tall | up=false,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=none | 8_wall_connection_type_north=short | 8_wall_connection_type_south=tall | 1_wall_post_bit=0,
,2525,east=tall | west=none | north=low | south=tall | up=true,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=none | 8_wall_connection_type_north=short | 8_wall_connection_type_south=tall | 1_wall_post_bit=1,
,2525,east=tall | west=none | north=tall | south=none | up=false,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=none | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=none | 1_wall_post_bit=0,
,2525,east=tall | west=none | north=tall | south=none | up=true,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=none | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=none | 1_wall_post_bit=1,
,2525,east=tall | west=none | north=tall | south=low | up=false,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=none | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=short | 1_wall_post_bit=0,
,2525,east=tall | west=none | north=tall | south=low | up=true,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=none | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=short | 1_wall_post_bit=1,
,2525,east=tall | west=none | north=tall | south=tall | up=false,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=none | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=tall | 1_wall_post_bit=0,
,2525,east=tall | west=none | north=tall | south=tall | up=true,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=none | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=tall | 1_wall_post_bit=1,
,2525,east=tall | west=low | north=none | south=none | up=false,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=short | 8_wall_connection_type_north=none | 8_wall_connection_type_south=none | 1_wall_post_bit=0,
,2525,east=tall | west=low | north=none | south=none | up=true,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=short | 8_wall_connection_type_north=none | 8_wall_connection_type_south=none | 1_wall_post_bit=1,
,2525,east=tall | west=low | north=none | south=low | up=false,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=short | 8_wall_connection_type_north=none | 8_wall_connection_type_south=short | 1_wall_post_bit=0,
,2525,east=tall | west=low | north=none | south=low | up=true,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=short | 8_wall_connection_type_north=none | 8_wall_connection_type_south=short | 1_wall_post_bit=1,
,2525,east=tall | west=low | north=none | south=tall | up=false,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=short | 8_wall_connection_type_north=none | 8_wall_connection_type_south=tall | 1_wall_post_bit=0,
,2525,east=tall | west=low | north=none | south=tall | up=true,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=short | 8_wall_connection_type_north=none | 8_wall_connection_type_south=tall | 1_wall_post_bit=1,
,2525,east=tall | west=low | north=low | south=none | up=false,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=short | 8_wall_connection_type_north=short | 8_wall_connection_type_south=none | 1_wall_post_bit=0,
,2525,east=tall | west=low | north=low | south=none | up=true,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=short | 8_wall_connection_type_north=short | 8_wall_connection_type_south=none | 1_wall_post_bit=1,
,2525,east=tall | west=low | north=low | south=low | up=false,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=short | 8_wall_connection_type_north=short | 8_wall_connection_type_south=short | 1_wall_post_bit=0,
,2525,east=tall | west=low | north=low | south=low | up=true,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=short | 8_wall_connection_type_north=short | 8_wall_connection_type_south=short | 1_wall_post_bit=1,
,2525,east=tall | west=low | north=low | south=tall | up=false,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=short | 8_wall_connection_type_north=short | 8_wall_connection_type_south=tall | 1_wall_post_bit=0,
,2525,east=tall | west=low | north=low | south=tall | up=true,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=short | 8_wall_connection_type_north=short | 8_wall_connection_type_south=tall | 1_wall_post_bit=1,
,2525,east=tall | west=low | north=tall | south=none | up=false,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=short | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=none | 1_wall_post_bit=0,
,2525,east=tall | west=low | north=tall | south=none | up=true,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=short | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=none | 1_wall_post_bit=1,
,2525,east=tall | west=low | north=tall | south=low | up=false,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=short | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=short | 1_wall_post_bit=0,
,2525,east=tall | west=low | north=tall | south=low | up=true,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=short | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=short | 1_wall_post_bit=1,
,2525,east=tall | west=low | north=tall | south=tall | up=false,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=short | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=tall | 1_wall_post_bit=0,
,2525,east=tall | west=low | north=tall | south=tall | up=true,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=short | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=tall | 1_wall_post_bit=1,
,2525,east=tall | west=tall | north=none | south=none | up=false,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=none | 8_wall_connection_type_south=none | 1_wall_post_bit=0,
,2525,east=tall | west=tall | north=none | south=none | up=true,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=none | 8_wall_connection_type_south=none | 1_wall_post_bit=1,
,2525,east=tall | west=tall | north=none | south=low | up=false,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=none | 8_wall_connection_type_south=short | 1_wall_post_bit=0,
,2525,east=tall | west=tall | north=none | south=low | up=true,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=none | 8_wall_connection_type_south=short | 1_wall_post_bit=1,
,2525,east=tall | west=tall | north=none | south=tall | up=false,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=none | 8_wall_connection_type_south=tall | 1_wall_post_bit=0,
,2525,east=tall | west=tall | north=none | south=tall | up=true,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=none | 8_wall_connection_type_south=tall | 1_wall_post_bit=1,
,2525,east=tall | west=tall | north=low | south=none | up=false,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=short | 8_wall_connection_type_south=none | 1_wall_post_bit=0,
,2525,east=tall | west=tall | north=low | south=none | up=true,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=short | 8_wall_connection_type_south=none | 1_wall_post_bit=1,
,2525,east=tall | west=tall | north=low | south=low | up=false,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=short | 8_wall_connection_type_south=short | 1_wall_post_bit=0,
,2525,east=tall | west=tall | north=low | south=low | up=true,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=short | 8_wall_connection_type_south=short | 1_wall_post_bit=1,
,2525,east=tall | west=tall | north=low | south=tall | up=false,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=short | 8_wall_connection_type_south=tall | 1_wall_post_bit=0,
,2525,east=tall | west=tall | north=low | south=tall | up=true,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=short | 8_wall_connection_type_south=tall | 1_wall_post_bit=1,
,2525,east=tall | west=tall | north=tall | south=none | up=false,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=none | 1_wall_post_bit=0,
,2525,east=tall | west=tall | north=tall | south=none | up=true,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=none | 1_wall_post_bit=1,
,2525,east=tall | west=tall | north=tall | south=low | up=false,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=short | 1_wall_post_bit=0,
,2525,east=tall | west=tall | north=tall | south=low | up=true,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=short | 1_wall_post_bit=1,
,2525,east=tall | west=tall | north=tall | south=tall | up=false,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=tall | 1_wall_post_bit=0,
,2525,east=tall | west=tall | north=tall | south=tall | up=true,blackstone_wall,8_wall_connection_type_east=tall | 8_wall_connection_type_west=tall | 8_wall_connection_type_north=tall | 8_wall_connection_type_south=tall | 1_wall_post_bit=1,
,2525,,blackstone_wall,,
blast_furnace,1907,facing=north | lit=false,blast_furnace,3_facing_direction=2,HEIGHTMAP | TILE_ENTITY
,1907,facing=south | lit=false,blast_furnace,3_facing_direction=3,HEIGHTMAP | TILE_ENTITY
,1907,facing=west | lit=false,blast_furnace,3_facing_direction=4,HEIGHTMAP | TILE_ENTITY
,1907,facing=east | lit=false,blast_furnace,3_facing_direction=5,HEIGHTMAP | TILE_ENTITY
,1907,facing=north | lit=true,lit_blast_furnace,3_facing_direction=2,HEIGHTMAP | TILE_ENTITY
,1907,facing=south | lit=true,lit_blast_furnace,3_facing_direction=3,HEIGHTMAP | TILE_ENTITY
,1907,facing=west | lit=true,lit_blast_furnace,3_facing_direction=4,HEIGHTMAP | TILE_ENTITY
,1907,facing=east | lit=true,lit_blast_furnace,3_facing_direction=5,HEIGHTMAP | TILE_ENTITY
blue_banner,1451,rotation=0,standing_banner,3_ground_sign_direction=0,TILE_ENTITY
,1451,rotation=1,standing_banner,3_ground_sign_direction=1,TILE_ENTITY
,1451,rotation=2,standing_banner,3_ground_sign_direction=2,TILE_ENTITY
,1451,rotation=3,standing_banner,3_ground_sign_direction=3,TILE_ENTITY
,1451,rotation=4,standing_banner,3_ground_sign_direction=4,TILE_ENTITY
,1451,rotation=5,standing_banner,3_ground_sign_direction=5,TILE_ENTITY
,1451,rotation=6,standing_banner,3_ground_sign_direction=6,TILE_ENTITY
,1451,rotation=7,standing_banner,3_ground_sign_direction=7,TILE_ENTITY
,1451,rotation=8,standing_banner,3_ground_sign_direction=8,TILE_ENTITY
,1451,rotation=9,standing_banner,3_ground_sign_direction=9,TILE_ENTITY
,1451,rotation=10,standing_banner,3_ground_sign_direction=10,TILE_ENTITY
,1451,rotation=11,standing_banner,3_ground_sign_direction=11,TILE_ENTITY
,1451,rotation=12,standing_banner,3_ground_sign_direction=12,TILE_ENTITY
,1451,rotation=13,standing_banner,3_ground_sign_direction=13,TILE_ENTITY
,1451,rotation=14,standing_banner,3_ground_sign_direction=14,TILE_ENTITY
,1451,rotation=15,standing_banner,3_ground_sign_direction=15,TILE_ENTITY
blue_bed,1451,facing=south | occupied=false | part=foot,bed,3_direction=0 | 1_head_piece_bit=0 | 1_occupied_bit=0,TILE_ENTITY
,1451,facing=west | occupied=false | part=foot,bed,3_direction=1 | 1_head_piece_bit=0 | 1_occupied_bit=0,TILE_ENTITY
,1451,facing=north | occupied=false | part=foot,bed,3_direction=2 | 1_head_piece_bit=0 | 1_occupied_bit=0,TILE_ENTITY
,1451,facing=east | occupied=false | part=foot,bed,3_direction=3 | 1_head_piece_bit=0 | 1_occupied_bit=0,TILE_ENTITY
,1451,facing=south | occupied=true | part=foot,bed,3_direction=0 | 1_head_piece_bit=0 | 1_occupied_bit=1,TILE_ENTITY
,1451,facing=west | occupied=true | part=foot,bed,3_direction=1 | 1_head_piece_bit=0 | 1_occupied_bit=1,TILE_ENTITY
,1451,facing=north | occupied=true | part=foot,bed,3_direction=2 | 1_head_piece_bit=0 | 1_occupied_bit=1,TILE_ENTITY
,1451,facing=east | occupied=true | part=foot,bed,3_direction=3 | 1_head_piece_bit=0 | 1_occupied_bit=1,TILE_ENTITY
